Id,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,PavedDrive,SaleCondition,SalePrice
573,13159,7,5,2009,846,846,846,1692,0,0,2,1,3,1,0,2,Y,Partial,224500
574,9967,7,5,2000,384,774,656,1430,0,0,2,1,3,1,1,2,Y,Normal,170000
575,10500,5,7,1971,372,576,533,1109,0,1,1,0,3,1,0,1,Y,Normal,139000
576,8480,5,5,1947,832,832,384,1216,0,0,1,0,2,1,0,1,Y,Abnorml,118500
577,6292,7,7,1928,861,877,600,1477,0,1,2,0,3,1,1,1,Y,Normal,145000
578,11777,5,6,1966,1164,1320,0,1320,1,0,1,0,3,1,2,2,Y,Abnorml,164500
579,3604,7,5,2007,689,703,689,1392,0,0,2,0,2,1,0,2,Y,Abnorml,146000
580,12150,5,5,1954,1050,1050,745,1795,0,0,2,0,4,1,0,1,Y,Normal,131500
581,14585,6,6,1960,1144,1429,0,1429,0,1,1,0,3,1,2,2,Y,Normal,181900
582,12704,8,5,2008,2042,2042,0,2042,0,0,2,1,3,1,1,3,Y,Partial,253293
583,11841,6,5,1990,816,816,0,816,1,0,1,0,3,1,0,0,Y,Normal,118500
584,13500,10,9,1893,1237,1521,1254,2775,0,0,3,1,3,1,1,2,Y,Normal,325000
585,6120,4,7,1935,884,989,584,1573,0,0,1,0,3,1,0,1,Y,Normal,133000
586,11443,8,5,2005,1868,2028,0,2028,1,0,2,0,2,1,2,3,Y,Partial,369900
587,10267,6,7,1918,816,838,0,838,1,0,1,0,2,1,0,1,N,Normal,130000
588,8740,5,6,1982,840,860,0,860,1,0,1,0,2,1,0,2,Y,Normal,137000
589,25095,5,8,1968,1437,1473,0,1473,2,0,1,0,1,1,2,1,Y,Partial,143000
590,9100,5,6,1930,742,779,0,935,0,0,1,0,2,1,0,1,P,Normal,79500
591,8320,7,5,2004,770,770,812,1582,0,0,2,1,3,1,0,2,Y,Normal,185900
592,13478,10,5,2008,1722,1728,568,2296,1,0,2,1,3,1,1,3,Y,Normal,451950
593,6600,5,8,1982,816,816,0,816,1,0,1,0,2,1,0,2,Y,Normal,138000
594,4435,6,5,2003,848,848,0,848,1,0,1,0,1,1,0,2,Y,Normal,140000
595,7990,5,6,1975,924,924,0,924,0,0,1,0,3,1,0,1,Y,Normal,110000
596,11302,8,5,2005,1814,1826,0,1826,1,0,2,0,3,1,1,3,Y,Partial,319000
597,3600,6,7,1910,684,684,684,1368,0,0,1,0,3,1,0,1,N,Normal,114504
598,3922,7,5,2006,1258,1402,0,1402,0,2,0,2,2,1,1,3,Y,Partial,194201
599,12984,5,6,1977,1430,1647,0,1647,1,0,2,0,3,1,1,2,Y,Normal,217500
600,1950,6,6,1980,716,716,840,1556,1,0,2,1,3,1,1,2,Y,Normal,151000
601,10927,8,5,2005,1058,1058,846,1904,1,0,2,1,3,1,1,2,Y,Normal,275000
602,9000,6,6,1937,780,780,595,1375,0,0,1,1,3,1,1,1,P,Normal,141000
603,10041,8,5,1992,908,927,988,1915,1,0,2,1,3,1,1,2,Y,Abnorml,220000
604,3182,7,5,2004,600,600,600,1200,0,0,2,1,2,1,0,2,Y,Normal,151000
605,12803,7,5,2002,1494,1494,0,1494,1,0,2,0,3,1,1,2,Y,Normal,221000
606,13600,7,6,1965,768,1186,800,1986,0,0,2,1,3,1,3,2,Y,Normal,205000
607,12464,5,5,1996,1040,1040,0,1040,1,0,1,0,3,1,0,2,Y,Normal,152000
608,7800,5,8,1948,896,1112,896,2008,1,0,3,0,3,1,0,1,Y,Normal,225000
609,12168,8,6,1934,965,1940,1254,3194,0,0,2,1,4,1,2,2,Y,Alloca,359100
610,7943,4,5,1961,1029,1029,0,1029,1,0,1,0,3,1,0,1,Y,Normal,118500
611,11050,9,5,2000,1440,1476,677,2153,1,0,2,1,3,1,2,3,Y,Normal,313000
612,10395,6,6,1978,1032,1032,0,1032,0,1,2,0,3,1,1,2,Y,Normal,148000
613,11885,8,5,2001,1299,1299,573,1872,1,0,2,1,3,1,1,2,Y,Normal,261500
614,8402,5,5,2007,1120,1120,0,1120,0,0,1,0,3,1,0,0,Y,Partial,147000
615,1491,4,6,1972,630,630,0,630,1,0,1,0,1,1,0,0,Y,Normal,75500
616,8800,6,7,1963,936,1054,0,1054,1,0,1,0,3,1,0,2,Y,Abnorml,137500
617,7861,6,5,2002,783,807,702,1509,1,0,2,1,3,1,1,2,Y,Normal,183200
618,7227,6,6,1954,832,832,0,832,0,0,1,0,2,1,0,2,Y,Normal,105500
619,11694,9,5,2007,1822,1828,0,1828,0,0,2,0,3,1,1,3,Y,Partial,314813
620,12244,8,5,2003,1482,1482,780,2262,1,0,2,1,4,1,2,3,Y,Normal,305000
621,8248,3,3,1914,864,864,0,864,1,0,1,0,2,1,0,0,N,Normal,67000
622,10800,6,7,1974,1522,1548,1066,2614,0,0,2,1,4,1,1,2,Y,Normal,240000
623,7064,5,6,1977,980,980,0,980,0,0,1,0,3,1,0,2,Y,Normal,135000
624,2117,6,5,2000,756,756,756,1512,0,0,2,1,2,1,1,2,Y,Normal,168500
625,10400,6,5,1972,732,1012,778,1790,1,0,1,2,4,1,1,2,Y,Normal,165150
626,10000,6,6,1962,1116,1116,0,1116,0,0,1,1,3,1,0,2,Y,Normal,160000
627,12342,5,5,1960,978,1422,0,1422,0,0,1,0,3,1,1,1,Y,Normal,139900
628,9600,6,6,1955,1156,1520,0,1520,1,0,1,0,3,1,2,1,Y,Normal,153000
629,11606,5,5,1969,1040,1040,1040,2080,0,1,1,2,5,1,2,2,Y,Family,135000
630,9020,6,5,1964,1248,1350,0,1350,1,0,1,1,3,1,0,2,Y,Normal,168500
631,9000,5,6,1880,636,1089,661,1750,0,0,1,0,3,1,0,1,N,Abnorml,124000
632,4590,8,5,2006,1554,1554,0,1554,0,0,2,0,2,1,1,2,Y,Normal,209500
633,11900,7,5,1977,1386,1411,0,1411,0,0,2,0,3,1,1,2,Y,Family,82500
634,9250,5,7,1954,1056,1056,0,1056,0,1,1,0,3,1,0,1,Y,Normal,139400
635,6979,6,5,1980,1056,1056,0,1056,2,0,0,0,0,2,0,2,Y,Normal,144000
636,10896,6,7,1914,1440,1440,1440,3395,0,0,2,0,8,2,0,0,N,Abnorml,200000
637,6120,2,3,1936,264,800,0,800,0,0,1,0,1,1,1,0,N,Normal,60000
638,6000,5,4,1954,811,811,576,1387,0,0,2,0,3,2,0,1,Y,Normal,93000
639,8777,5,7,1910,796,796,0,796,0,0,1,0,2,1,0,0,P,Normal,85000
640,3982,8,5,2006,1520,1567,0,1567,1,0,2,0,1,1,1,3,Y,Partial,264561
641,12677,8,5,2003,1518,1518,0,1518,0,0,1,1,1,1,1,2,Y,Normal,274000
642,7050,7,5,2001,1057,1057,872,1929,1,0,2,1,3,1,1,2,Y,Normal,226000
643,13860,8,7,1972,1952,2000,704,2704,1,0,2,1,4,1,3,2,Y,Normal,345000
644,10793,5,5,1969,780,780,840,1620,0,0,2,1,4,1,0,2,Y,Normal,152000
645,9187,9,5,2009,1766,1766,0,1766,1,0,2,1,2,1,1,3,Y,Partial,370878
646,10530,6,5,1971,981,981,0,981,1,0,1,1,3,1,0,2,Y,Normal,143250
647,7200,5,5,1950,0,1048,0,1048,0,0,1,0,3,1,0,2,Y,Normal,98300
648,10452,6,5,1953,1094,1094,0,1094,0,0,1,0,3,1,2,2,Y,Normal,155000
649,7700,6,5,1966,756,1051,788,1839,0,0,1,1,4,1,1,2,Y,Normal,155000
650,1936,4,6,1970,630,630,0,630,1,0,1,0,1,1,0,0,Y,Normal,84500
651,8125,7,6,2007,813,822,843,1665,0,0,2,1,3,1,0,2,Y,Normal,205950
652,9084,4,5,1940,755,755,755,1510,1,0,1,0,4,1,1,1,P,Normal,108000
653,8750,7,5,1996,880,909,807,1716,0,0,2,1,2,1,1,2,Y,Normal,191000
654,10320,6,7,1906,756,756,713,1469,0,0,1,0,3,1,0,1,Y,Normal,135000
655,10437,8,6,1995,2109,2113,0,2113,1,0,2,1,2,1,1,3,Y,Normal,350000
656,1680,6,5,1971,525,525,567,1092,0,0,1,1,3,1,0,1,Y,Family,88000
657,10007,5,7,1959,1053,1053,0,1053,1,0,1,1,3,1,0,1,Y,Normal,145500
658,7200,7,6,1931,776,851,651,1502,0,0,1,1,3,1,1,1,P,Normal,149000
659,17503,6,5,1948,912,912,546,1458,0,1,1,0,3,1,1,1,Y,Abnorml,97500
660,9937,5,7,1964,1486,1486,0,1486,1,0,1,0,3,1,0,2,Y,Normal,167000
661,12384,7,7,1976,793,1142,793,1935,0,0,2,1,3,1,1,2,Y,Normal,197900
662,46589,8,7,1994,1629,1686,762,2448,1,0,2,1,4,1,1,3,Y,Normal,402000
663,13560,6,3,1968,1392,1392,0,1392,1,0,1,0,2,1,2,2,Y,Normal,110000
664,10012,4,5,1972,1138,1181,0,1181,1,0,2,0,3,1,0,2,Y,Normal,137500
665,20896,8,5,2005,2077,2097,0,2097,1,0,1,1,1,1,1,3,Y,Partial,423000
666,11194,8,5,2000,1406,1454,482,1936,0,0,2,1,3,1,1,2,Y,Normal,230500
667,18450,6,5,1965,1021,1465,915,2380,0,0,2,1,3,1,1,2,Y,Abnorml,129000
668,8125,6,5,1994,1408,1679,0,1679,1,0,2,0,3,1,1,2,Y,Normal,193500
669,14175,5,6,1956,1188,1437,0,1437,1,0,1,1,3,1,1,2,Y,Normal,168000
670,11600,4,5,1922,700,1180,0,1180,0,0,1,0,2,1,1,1,Y,Normal,137500
671,8633,6,5,2005,738,738,738,1476,1,0,2,1,3,1,0,2,Y,Normal,173500
672,6629,6,6,1925,672,697,672,1369,1,0,2,0,3,1,0,1,Y,Normal,103600
673,11250,6,6,1977,1208,1208,0,1208,1,0,1,1,3,1,1,2,Y,Normal,165000
674,14442,6,7,1957,1477,1839,0,1839,1,0,2,0,3,1,2,2,Y,Normal,257500
675,9200,6,6,1965,1136,1136,0,1136,1,0,1,0,3,1,1,1,Y,Normal,140000
676,2289,6,6,1978,855,855,586,1441,0,0,2,1,3,1,1,2,Y,Normal,148500
677,9600,4,2,1900,1095,1095,679,1774,1,0,2,0,4,2,0,3,N,Normal,87000
678,9022,5,8,1924,768,792,0,792,0,0,1,0,2,1,0,1,N,Normal,109500
679,11844,8,5,2008,2046,2046,0,2046,0,0,2,1,3,1,1,3,Y,Partial,372500
680,9945,5,5,1961,988,988,0,988,1,0,1,0,3,1,0,2,Y,Normal,128500
681,8012,6,5,1980,923,923,0,923,0,0,2,0,2,1,1,1,Y,Normal,143000
682,4500,5,5,1932,793,848,672,1520,0,0,1,0,3,1,0,1,Y,Abnorml,159434
683,2887,6,5,1996,1291,1291,0,1291,1,0,1,0,2,1,1,2,Y,Normal,173000
684,11248,9,5,2002,1626,1668,0,1668,1,0,2,0,3,1,1,3,Y,Normal,285000
685,16770,7,5,1998,1195,1195,644,1839,0,0,2,1,4,1,0,2,Y,Normal,221000
686,5062,7,5,1984,1190,1190,900,2090,1,0,2,0,3,1,1,2,Y,Normal,207500
687,10207,7,6,2007,874,874,887,1761,0,0,3,0,3,1,0,2,Y,Partial,227875
688,5105,7,5,2004,551,551,551,1102,0,0,2,1,2,1,0,2,Y,Normal,148800
689,8089,8,6,2007,1419,1419,0,1419,1,0,2,0,2,1,1,2,Y,Partial,392000
690,7577,6,5,2005,1362,1362,0,1362,0,0,2,0,2,1,1,2,Y,Normal,194700
691,4426,6,5,2004,848,848,0,848,1,0,1,0,1,1,1,2,Y,Normal,141000
692,21535,10,6,1994,2444,2444,1872,4316,0,1,3,1,4,1,2,3,Y,Normal,755000
693,26178,7,5,1989,1210,1238,1281,2519,1,0,2,1,4,1,2,2,Y,Normal,335000
694,5400,5,6,1921,1073,1073,0,1073,0,0,1,0,2,1,0,1,Y,Abnorml,108480
695,6120,5,6,1936,927,1067,472,1539,0,0,1,1,3,1,0,2,Y,Normal,141500
696,13811,6,6,1987,1112,1137,0,1137,1,0,2,0,2,1,1,2,Y,Normal,176000
697,6000,5,7,1921,616,616,0,616,0,0,1,0,2,1,0,1,Y,Normal,89000
698,6420,5,7,1952,980,1148,0,1148,0,1,1,0,2,1,0,1,Y,Normal,123500
699,8450,5,8,1965,894,894,0,894,1,0,1,0,3,1,1,1,Y,Normal,138500
700,4282,7,5,2004,1391,1391,0,1391,0,0,2,0,2,1,0,2,Y,Normal,196000
701,14331,8,5,2002,1800,1800,0,1800,1,0,2,0,3,1,1,3,Y,Normal,312500
702,9600,7,5,1969,1164,1164,0,1164,0,0,1,1,3,1,0,2,Y,Normal,140000
703,12438,8,5,2006,1234,1264,1312,2576,0,0,2,1,4,1,1,3,Y,Partial,361919
704,7630,5,9,1900,360,1032,780,1812,0,0,2,0,4,2,1,2,N,Normal,140000
705,8400,7,5,2004,1473,1484,0,1484,1,0,2,0,3,1,0,2,Y,Normal,213000
706,5600,4,5,1930,0,372,720,1092,0,0,2,0,3,2,0,0,N,Normal,55000
707,115149,7,5,1971,1643,1824,0,1824,1,0,2,0,2,1,2,2,Y,Normal,302000
708,6240,8,5,2006,1324,1324,0,1324,1,0,2,0,2,1,1,2,Y,Normal,254000
709,9018,7,5,2007,728,728,728,1456,0,0,2,1,3,1,1,2,Y,Partial,179540
710,7162,5,7,1966,876,904,0,904,0,0,1,0,3,1,0,1,Y,Abnorml,109900
711,4130,3,6,1935,270,729,0,729,0,0,1,0,2,1,0,0,N,Normal,52000
712,8712,4,7,1900,859,859,319,1178,0,0,1,0,2,1,0,1,N,Abnorml,102776
713,4671,8,5,1988,1228,1228,0,1228,1,0,2,0,2,1,1,2,Y,Normal,189000
714,9873,4,5,1970,960,960,0,960,1,0,1,0,3,1,0,2,Y,Normal,129000
715,13517,6,8,1976,725,725,754,1479,0,0,2,1,3,1,0,2,Y,Normal,130500
716,10140,6,5,1974,1064,1350,0,1350,0,0,2,0,3,1,1,2,Y,Normal,165000
717,10800,7,8,1890,718,1576,978,2554,0,0,1,1,3,1,0,2,P,Normal,159500
718,10000,5,6,1973,1176,1178,0,1178,0,1,1,1,3,1,1,2,Y,Normal,157000
719,10542,7,5,1993,1311,1325,1093,2418,1,0,2,1,3,1,1,3,Y,Normal,341000
720,9920,5,6,1969,971,971,0,971,0,0,1,1,3,1,1,1,Y,Normal,128500
721,6563,8,5,1985,1742,1742,0,1742,1,0,2,0,2,1,1,2,Y,Normal,275000
722,4426,6,5,2004,848,848,0,848,1,0,1,0,1,1,0,2,Y,Normal,143000
723,8120,4,7,1970,864,864,0,864,0,0,1,0,3,1,0,2,Y,Normal,124500
724,8172,4,6,1954,941,997,473,1470,0,0,2,0,4,1,0,1,Y,Normal,135000
725,13286,9,5,2007,1698,1698,0,1698,1,0,2,0,3,1,1,3,Y,Normal,320000
726,6960,4,6,1970,864,864,0,864,0,0,1,0,3,1,0,2,Y,Normal,120500
727,21695,6,9,1988,880,1680,0,1680,1,0,2,0,3,1,1,2,Y,Normal,222000
728,7314,7,5,2007,1232,1232,0,1232,1,0,2,0,2,1,0,2,Y,Normal,194500
729,11475,5,5,1958,1584,1776,0,1776,1,0,2,0,4,2,0,3,Y,Abnorml,110000
730,6240,4,5,1925,780,848,0,1208,0,0,1,0,2,1,0,2,Y,Normal,103000
731,5389,8,5,1995,1595,1616,0,1616,1,0,2,0,2,1,1,2,Y,Normal,236500
732,9590,7,5,2003,868,1146,0,1146,1,0,2,0,3,1,1,2,Y,Normal,187500
733,11404,7,5,1998,1153,1153,878,2031,0,0,2,1,3,1,1,2,Y,Normal,222500
734,10000,5,6,1961,864,1144,0,1144,1,0,1,0,3,1,1,1,Y,Normal,131400
735,8978,5,5,1968,948,948,0,948,0,0,1,0,3,1,0,1,Y,Family,108000
736,10800,7,7,1914,880,880,888,1768,0,0,1,1,2,1,2,2,N,Normal,163000
737,8544,3,4,1950,0,1040,0,1040,0,0,2,0,2,2,0,2,Y,Normal,93500
738,10463,8,5,2005,893,901,900,1801,0,0,2,1,3,1,1,3,Y,Normal,239900
739,10800,5,5,1987,1200,1200,0,1200,3,0,3,0,3,1,0,0,Y,Alloca,179000
740,9313,7,5,2004,864,864,864,1728,0,0,2,1,3,1,0,2,Y,Normal,190000
741,9600,5,7,1910,264,768,664,1432,0,0,2,0,2,1,0,2,Y,Abnorml,132000
742,6768,6,8,1961,912,912,0,912,1,1,1,0,3,1,0,1,Y,Normal,142000
743,8450,7,5,2000,1349,1349,0,1349,0,0,2,0,3,1,0,2,Y,Normal,179000
744,12886,5,6,1963,520,1464,0,1464,0,1,2,0,3,1,1,2,Y,Normal,175000
745,5395,8,5,1993,1337,1337,0,1337,1,0,2,0,2,1,1,2,Y,Normal,180000
746,8963,8,9,1976,1142,1175,1540,2715,0,1,3,1,4,1,2,2,Y,Normal,299800
747,8795,7,5,2000,952,980,1276,2256,0,0,2,1,4,1,1,2,Y,Normal,236000
748,11700,7,7,1880,1240,1320,1320,2640,0,0,1,1,4,1,1,4,N,Normal,265979
749,10593,7,5,1996,1720,1720,0,1720,1,0,2,0,3,1,1,2,Y,Normal,260400
750,8405,4,3,1945,0,1088,441,1529,0,0,2,0,4,1,0,1,N,Normal,98000
751,8800,4,7,1910,576,792,348,1140,0,0,1,0,3,1,0,0,N,Normal,96500
752,7750,7,5,2003,660,660,660,1320,0,0,2,1,3,1,0,2,Y,Normal,162000
753,9236,6,5,1997,1479,1494,0,1494,1,0,2,0,3,1,0,2,Y,Normal,217000
754,10240,8,5,2005,1030,1038,1060,2098,0,0,2,1,3,1,1,3,Y,Normal,275500
755,7930,6,8,1969,1026,1026,0,1026,1,0,1,0,3,1,0,2,Y,Normal,156000
756,3230,6,5,1999,729,742,729,1471,0,0,2,1,3,1,0,2,Y,Normal,172500
757,10769,8,5,2007,866,866,902,1768,0,0,2,1,3,1,0,2,Y,Normal,212000
758,11616,6,5,1978,672,672,714,1386,0,0,2,1,3,1,1,2,Y,Abnorml,158900
759,2280,7,5,1999,744,757,744,1501,0,0,2,1,3,1,0,2,Y,Normal,179400
760,12257,8,5,1995,1318,1328,1203,2531,0,0,2,1,4,1,1,3,Y,Normal,290000
761,9100,6,6,1959,864,864,0,864,0,0,1,0,2,1,0,1,Y,Normal,127500
762,6911,5,5,1924,1145,1301,0,1301,0,0,1,0,2,1,0,2,Y,Normal,100000
763,8640,7,5,2009,756,764,783,1547,0,0,2,1,3,1,0,2,Y,Normal,215200
764,9430,8,5,1999,1252,1268,1097,2365,1,0,2,1,3,1,1,3,Y,Normal,337000
765,9549,8,5,1995,1494,1494,0,1494,1,0,1,1,2,1,1,2,Y,Normal,270000
766,14587,9,5,2008,1498,1506,0,1506,0,0,2,0,2,1,1,2,Y,Partial,264132
767,10421,7,5,1988,980,980,734,1714,0,0,2,1,3,1,1,2,Y,Normal,196500
768,12508,6,7,1940,983,983,767,1750,1,0,2,0,4,1,0,1,Y,Normal,160000
769,9100,7,5,2004,1860,1836,0,1836,0,0,2,0,3,1,1,2,Y,Normal,216837
770,53504,8,5,2003,1650,1690,1589,3279,1,0,3,1,4,1,1,3,Y,Normal,538000
771,7252,5,5,1982,858,858,0,858,1,0,1,0,2,1,0,2,Y,Normal,134900
772,8877,4,5,1951,836,1220,0,1220,0,0,1,0,2,1,0,2,Y,Normal,102000
773,7819,6,5,1976,1029,1117,0,1117,1,0,1,0,3,1,1,2,Y,Abnorml,107000
774,10150,5,5,1958,912,912,0,912,0,0,1,0,2,1,0,1,Y,Normal,114500
775,14226,8,5,2006,1935,1973,0,1973,0,0,2,0,3,1,1,3,Y,Partial,395000
776,4500,6,5,1998,1204,1204,0,1204,1,0,2,0,2,1,0,2,Y,Normal,162000
777,11210,7,5,2005,1614,1614,0,1614,0,0,2,0,3,1,0,3,Y,Partial,221500
778,13350,5,5,1974,864,894,0,894,1,0,1,0,3,1,1,2,Y,Normal,142500
779,8400,5,5,1977,0,2020,0,2020,0,0,2,0,4,2,2,2,Y,Normal,144000
780,10530,6,5,1977,975,1004,0,1004,1,0,1,0,2,1,0,2,Y,Normal,135000
781,7875,7,5,1995,1237,1253,0,1253,0,0,2,0,3,1,1,2,Y,Normal,176000
782,7153,6,5,1992,761,810,793,1603,0,0,2,1,3,1,0,2,Y,Normal,175900
783,16285,7,5,2001,1413,1430,0,1430,0,0,2,0,3,1,0,2,Y,Normal,187100
784,9101,5,6,1978,1097,1110,0,1110,1,0,1,0,1,1,1,2,Y,Normal,165500
785,6300,6,6,1914,742,742,742,1484,0,0,2,0,3,1,1,0,Y,Normal,128000
786,9790,6,5,1967,1372,1342,0,1342,0,0,2,0,3,1,1,2,Y,Normal,161500
787,10800,5,6,1915,686,966,686,1652,1,0,2,0,4,1,0,1,Y,Normal,139000
788,10142,7,5,2004,956,956,1128,2084,1,0,2,1,4,1,0,2,Y,Normal,233000
789,6000,4,7,1954,901,901,0,901,0,0,1,0,2,1,0,1,Y,Normal,107900
790,12205,6,8,1966,832,976,1111,2087,0,0,2,1,5,1,0,2,Y,Normal,187500
791,3182,7,5,2005,1145,1145,0,1145,0,0,2,0,2,1,1,2,Y,Normal,160200
792,11333,6,5,1976,1029,1062,0,1062,1,0,1,0,3,1,2,2,Y,Normal,146800
793,9920,7,5,1996,1117,1127,886,2013,1,0,2,1,3,1,1,2,Y,Normal,269790
794,9158,8,5,2007,1496,1496,0,1496,0,0,2,0,3,1,0,2,Y,Partial,225000
795,10832,7,5,1994,712,1086,809,1895,0,0,2,1,3,1,1,2,Y,Normal,194500
796,8400,6,6,1980,650,888,676,1564,0,0,2,1,3,1,1,2,Y,Normal,171000
797,8197,6,5,1977,660,1285,0,1285,0,0,1,1,3,1,1,2,Y,Normal,143500
798,7677,5,5,1953,773,773,0,773,0,0,1,0,2,1,0,1,Y,Abnorml,110000
799,13518,9,5,2008,1926,1966,1174,3140,0,0,3,1,4,1,2,3,Y,Partial,485000
800,7200,5,7,1937,731,981,787,1768,1,0,1,1,3,1,2,1,Y,Normal,175000
801,12798,6,5,1997,616,616,1072,1688,1,0,2,1,4,1,0,2,Y,Normal,200000
802,4800,4,7,1916,1196,1196,0,1196,1,0,1,0,2,1,0,2,Y,Normal,109900
803,8199,7,5,2005,728,728,728,1456,1,0,2,1,3,1,1,2,Y,Normal,189000
804,13891,9,5,2008,1734,1734,1088,2822,0,0,3,1,4,1,1,3,Y,Partial,582933
805,9000,5,5,1954,936,1128,0,1128,0,0,1,0,2,1,0,1,Y,Family,118000
806,12274,7,5,2008,1417,1428,0,1428,0,0,2,0,3,1,0,2,Y,Partial,227680
807,9750,5,5,1967,980,980,0,980,0,0,2,0,3,1,0,1,Y,Normal,135500
808,21384,5,6,1923,1324,1072,504,1576,2,0,1,1,3,1,1,2,Y,Normal,223500
809,13400,5,5,1966,1024,1086,0,1086,1,0,1,0,3,1,1,2,Y,Normal,159950
810,8100,5,5,1898,849,1075,1063,2138,0,0,2,0,2,3,0,2,N,Normal,106000
811,10140,6,6,1974,1040,1309,0,1309,1,0,1,1,3,1,1,2,Y,Normal,181000
812,4438,6,5,2004,848,848,0,848,1,0,1,0,1,1,1,2,Y,Normal,144500
813,8712,5,5,1952,540,1044,0,1044,0,0,1,0,2,1,0,2,N,Alloca,55993
814,9750,6,6,1958,1442,1442,0,1442,0,0,1,1,4,1,0,1,Y,Normal,157900
815,8248,5,7,1918,686,686,564,1250,0,1,1,1,3,1,0,1,P,Normal,116000
816,12137,7,5,1998,1649,1661,0,1661,0,0,2,0,3,1,0,2,Y,Normal,224900
817,11425,5,6,1954,1008,1008,0,1008,0,0,1,0,2,1,1,1,Y,Normal,137000
818,13265,8,5,2002,1568,1689,0,1689,1,0,2,0,3,1,2,3,Y,Normal,271000
819,8816,6,7,1971,1010,1052,0,1052,1,0,1,0,3,1,0,2,Y,Normal,155000
820,6371,7,5,2009,1358,1358,0,1358,1,0,2,0,2,1,1,2,Y,Partial,224000
821,7226,7,5,2003,798,798,842,1640,0,0,2,1,3,1,0,2,Y,Normal,183000
822,6000,4,4,1953,936,936,0,936,0,0,1,0,2,1,0,2,Y,Normal,93000
823,12394,7,5,2003,847,847,886,1733,0,0,2,1,3,1,1,2,Y,Family,225000
824,9900,6,7,1940,778,944,545,1489,0,0,2,0,3,1,1,1,Y,Normal,139500
825,11216,8,5,2006,1489,1489,0,1489,0,0,2,0,3,1,1,2,Y,Partial,232600
826,14803,10,5,2007,2078,2084,0,2084,1,0,2,0,2,1,1,3,Y,Partial,385000
827,6130,5,6,1924,784,784,0,784,1,0,1,0,2,1,0,0,Y,Normal,109500
828,8529,7,5,2001,1454,1434,0,1434,0,0,2,0,3,1,1,2,Y,Normal,189000
829,28698,5,5,1967,1013,1160,966,2126,0,1,2,1,3,1,0,2,Y,Abnorml,185000
830,2544,7,5,2005,600,520,623,1223,0,0,2,1,2,1,0,2,Y,Normal,147400
831,11900,6,5,1957,1392,1392,0,1392,1,0,1,1,3,1,2,2,Y,Normal,166000
832,3180,7,5,2005,600,520,600,1200,0,0,2,1,2,1,0,2,Y,Normal,151000
833,9548,7,6,2003,941,941,888,1829,1,0,2,1,3,1,1,2,Y,Normal,237000
834,10004,6,6,1964,1516,1516,0,1516,0,0,1,1,3,1,0,2,Y,Normal,167000
835,7875,5,6,1961,1144,1144,0,1144,1,0,1,0,3,1,0,2,Y,Normal,139950
836,9600,4,7,1950,1067,1067,0,1067,0,0,2,0,2,1,0,2,Y,Normal,128000
837,8100,5,6,1948,1559,1559,0,1559,1,0,1,0,2,1,0,2,Y,Normal,153500
838,1680,6,5,1973,483,483,504,987,1,0,1,1,2,1,0,1,Y,Normal,100000
839,9525,5,6,1995,1099,1099,0,1099,0,0,1,1,3,1,0,1,Y,Normal,144000
840,11767,5,6,1946,768,768,432,1200,0,0,1,0,3,1,0,1,Y,Normal,130500
841,12155,6,8,1925,672,810,672,1482,0,0,2,0,4,1,0,1,P,Normal,140000
842,10440,5,8,1904,650,958,581,1539,0,0,2,0,3,1,1,2,P,Normal,157500
843,9020,6,7,1966,1127,1165,0,1165,1,0,1,1,3,1,0,2,Y,Normal,174900
844,8000,5,4,1961,1800,1800,0,1800,0,0,2,0,6,2,0,0,Y,Normal,141000
845,12665,5,8,1915,876,876,540,1416,0,0,1,1,4,1,1,3,Y,Normal,153900
846,16647,5,5,1975,1390,1701,0,1701,1,0,2,0,3,1,2,2,Y,Normal,171000
847,9317,7,5,1993,740,1006,769,1775,1,0,2,1,3,1,1,2,Y,Normal,213000
848,15523,5,6,1972,864,864,0,864,1,0,1,0,3,1,1,1,Y,Normal,133500
849,45600,6,8,1908,907,1307,1051,2358,0,0,3,0,5,1,1,2,Y,Normal,240000
850,9600,6,7,1976,528,1094,761,1855,0,0,2,1,3,1,1,2,Y,Normal,187000
851,4435,6,5,2003,848,848,0,848,1,0,1,0,1,1,0,2,Y,Normal,131500
852,3196,8,5,2003,1273,1456,0,1456,0,0,2,0,2,1,1,2,Y,Normal,215000
853,7128,7,5,1941,918,918,728,1646,0,0,2,0,4,1,2,1,Y,Normal,164000
854,12095,6,6,1964,1127,1445,0,1445,0,0,1,1,3,1,1,2,Y,Normal,158000
855,17920,5,4,1955,1763,1779,0,1779,1,0,1,1,3,1,1,2,Y,Abnorml,170000
856,6897,5,8,1962,1040,1040,0,1040,1,0,1,1,3,1,0,1,Y,Normal,127000
857,10970,6,6,1978,940,1026,0,1026,1,0,1,0,3,1,0,2,Y,Normal,147000
858,8125,6,5,1994,702,702,779,1481,0,0,2,1,3,1,1,2,Y,Normal,174000
859,10400,7,5,1976,1090,1370,0,1370,0,0,2,0,3,1,1,2,Y,Family,152000
860,11029,6,7,1968,1054,1512,1142,2654,1,0,2,1,4,1,1,2,Y,Normal,250000
