show_id,rating,duration,listed_in,score,votes,popularity
s4673,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",7.8,19714,7.5
s4674,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",6.5,11605,6.4
s4675,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",7.8,19463,8.3
s4676,TV-MA,101 min,"Comedies, International Movies, Romantic Movies",6,2791,6.4
s4677,TV-PG,3 Seasons,Reality TV,7.9,27972,7.8
s4678,TV-PG,3 Seasons,"Reality TV, Spanish-Language TV Shows",6.9,8910,7.4
s4679,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",4.3,26630,4.4
s4680,TV-14,141 min,"Action & Adventure, International Movies",7.9,19681,8
s4681,TV-14,120 min,"Comedies, International Movies, Romantic Movies",5.8,21573,5.9
s4682,TV-14,140 min,"Action & Adventure, International Movies",6.2,12603,6.3
s4683,TV-MA,1 Season,Docuseries,0,0,-0.4
s4684,TV-MA,50 min,Stand-Up Comedy,6.4,19911,6.3
s4685,TV-MA,57 min,Stand-Up Comedy,7.3,2377,7.4
s4686,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",7.8,29183,8.3
s4687,TV-MA,31 min,Comedies,4.4,15263,4.2
s4688,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",6.8,173,6.5
s4689,TV-MA,90 min,"Comedies, Music & Musicals",6.9,29065,6.9
s4690,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",5.2,462,4.7
s4691,TV-14,110 min,"Comedies, Dramas, International Movies",7.8,23578,7.6
s4692,TV-14,162 min,"Action & Adventure, Dramas, International Movies",8,12653,8.4
s4693,TV-14,139 min,"Dramas, International Movies, Thrillers",7.5,27948,7.7
s4694,PG-13,130 min,"Dramas, International Movies, Romantic Movies",7.2,21385,7.7
s4695,TV-14,145 min,"Comedies, Dramas, International Movies",6.7,4762,6.7
s4696,TV-14,33 min,Comedies,5.3,10928,5.4
s4697,TV-PG,1 Season,Reality TV,7.5,1119,7.4
s4698,TV-MA,114 min,"Comedies, Dramas, International Movies",5.6,3442,5.1
s4699,TV-14,100 min,"Comedies, International Movies, Romantic Movies",6.4,20760,6.4
s4700,TV-MA,54 min,Stand-Up Comedy,4.4,12395,4.3
s4701,TV-14,150 min,"Dramas, International Movies, Sci-Fi & Fantasy",5.6,4913,5.4
s4702,TV-MA,105 min,"Comedies, Dramas, Independent Movies",5.2,19685,5.3
s4703,TV-14,1 Season,"Docuseries, International TV Shows, Science & Nature TV",6.7,18842,6.5
s4704,TV-MA,1 Season,"Docuseries, Reality TV, Science & Nature TV",5.1,1129,5
s4705,TV-PG,1 Season,TV Comedies,6.3,17202,6.7
s4706,TV-PG,124 min,"Dramas, Romantic Movies",5.7,28654,5.5
s4707,TV-MA,95 min,Comedies,4.9,15199,5.4
s4708,TV-PG,12 min,"Documentaries, Sports Movies",7.1,1253,7.3
s4709,TV-MA,104 min,"Dramas, International Movies, Thrillers",4.7,15104,5.1
s4710,TV-14,5 Seasons,"TV Dramas, TV Horror, TV Mysteries",7.3,16642,7
s4711,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.9,12684,7.8
s4712,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries",5.6,26502,5.1
s4713,TV-PG,143 min,"Comedies, Dramas, International Movies",5.5,9799,5.9
s4714,TV-14,127 min,"Action & Adventure, International Movies",4.3,25394,4.3
s4715,TV-MA,100 min,"Comedies, Dramas, International Movies",6.9,3792,7.1
s4716,TV-PG,74 min,"Anime Features, International Movies, Romantic Movies",8,29092,8.3
s4717,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",6.3,17188,6.6
s4718,TV-Y7,3 Seasons,Kids' TV,7.5,98,8
s4719,TV-MA,104 min,"Comedies, Dramas",6.9,22249,6.9
s4720,TV-MA,148 min,"Dramas, International Movies, Thrillers",4.7,8864,4.5
s4721,TV-PG,127 min,"Children & Family Movies, Comedies, Dramas",6.6,19461,7.1
s4722,TV-MA,158 min,"Dramas, International Movies",7.3,13784,6.9
s4723,TV-14,124 min,"Dramas, International Movies, Romantic Movies",6.5,27798,6.9
s4724,TV-14,163 min,"Dramas, International Movies, Music & Musicals",7,16529,6.6
s4725,TV-14,121 min,"Dramas, International Movies",4.5,28637,4
s4726,TV-MA,154 min,"Dramas, International Movies, Romantic Movies",5.6,15544,5.7
s4727,TV-14,127 min,"Action & Adventure, Dramas, International Movies",6.3,29435,5.8
s4728,TV-14,128 min,"Comedies, International Movies, Music & Musicals",5.1,22982,5.2
s4729,TV-PG,98 min,"Comedies, International Movies, Music & Musicals",5.6,22834,6.1
s4730,TV-14,109 min,"International Movies, Music & Musicals, Romantic Movies",6.6,29609,6.8
s4731,TV-14,168 min,"Action & Adventure, Dramas, International Movies",6.6,27209,7
s4732,TV-14,162 min,"Dramas, International Movies, Thrillers",5.4,19317,4.9
s4733,TV-14,159 min,"Dramas, International Movies",5.9,12204,6.1
s4734,TV-14,137 min,"Action & Adventure, Comedies, International Movies",6.1,29101,5.8
s4735,TV-14,133 min,"Dramas, International Movies, Romantic Movies",7.4,7857,7.3
s4736,TV-14,127 min,"Comedies, International Movies, Romantic Movies",7.3,5118,7.1
s4737,TV-14,131 min,"Comedies, International Movies, Romantic Movies",5.5,11729,5.9
s4738,TV-PG,90 min,"Children & Family Movies, Dramas, Independent Movies",4.6,19863,4.9
s4739,TV-G,1 Season,"Docuseries, International TV Shows",6.6,412,7.1
s4740,TV-MA,88 min,Documentaries,5.4,136,5.6
s4741,TV-MA,87 min,"Dramas, Independent Movies, International Movies",6.3,5602,5.9
s4742,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",5.3,23496,5.2
s4743,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",5,7304,4.5
s4744,TV-MA,2 Seasons,"International TV Shows, TV Comedies",4.8,15007,4.4
s4745,TV-MA,2 Seasons,"Anime Series, International TV Shows",5.5,4431,5.2
s4746,TV-PG,82 min,Movies,8,18629,8.3
s4747,TV-14,86 min,Comedies,7,12812,6.5
s4748,TV-MA,6 Seasons,TV Comedies,6.3,25147,6.2
s4749,TV-MA,100 min,"Comedies, Horror Movies, International Movies",6.5,22714,6.9
s4750,TV-MA,57 min,Stand-Up Comedy,6.6,42,6.6
s4751,TV-MA,3 Seasons,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",7.2,3604,7.6
s4752,TV-MA,95 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",6.3,20396,5.9
s4753,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",5.2,21164,5.5
s4754,TV-14,101 min,Documentaries,4,2332,4.1
s4755,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",5.9,19563,5.6
s4756,TV-PG,124 min,"Dramas, International Movies",7.7,16726,7.3
s4757,TV-MA,72 min,Stand-Up Comedy,5,7337,4.6
s4758,TV-MA,93 min,"International Movies, Thrillers",6.6,9394,6.2
s4759,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV",6.6,819,7
s4760,TV-MA,1 Season,"Docuseries, International TV Shows",5.6,13362,5.8
s4761,PG,92 min,"Children & Family Movies, Comedies",5.3,4593,5
s4762,TV-MA,95 min,Comedies,7,9965,6.8
s4763,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",7.5,25217,7.5
s4764,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",6.8,83,7.2
s4765,TV-Y,2 Seasons,Kids' TV,4.9,47,4.5
s4766,PG,133 min,"Dramas, Faith & Spirituality, International Movies",4,2954,3.9
s4767,TV-MA,85 min,"Comedies, International Movies",5.5,677,5.9
s4768,TV-14,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",6.2,2685,6
s4769,TV-14,105 min,"Documentaries, International Movies, Music & Musicals",8,8558,8.3
s4770,TV-14,101 min,"Action & Adventure, Anime Features, International Movies",5.4,18270,5.5
s4771,TV-G,88 min,"Children & Family Movies, Dramas, International Movies",5.2,29111,5.7
s4772,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",4.3,25515,4.4
s4773,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",6.5,4999,6.6
s4774,TV-MA,113 min,"Action & Adventure, Sci-Fi & Fantasy",6.5,4153,6.6
s4775,TV-MA,71 min,Stand-Up Comedy,7.4,4095,7.9
s4776,TV-MA,75 min,"Horror Movies, Independent Movies, International Movies",2.3,2364,2.2
s4777,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas",7.5,14381,7.4
s4778,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Reality TV",7.7,210,7.3
s4779,TV-MA,2 Seasons,"Crime TV Shows, Docuseries",4.7,3141,4.9
s4780,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",4.4,27483,4.8
s4781,TV-PG,2 Seasons,"Docuseries, International TV Shows",7.2,2107,7.2
s4782,TV-14,66 min,Stand-Up Comedy,7.5,1520,7.2
s4783,TV-14,83 min,"Action & Adventure, Comedies, Dramas",5.4,11979,4.9
s4784,TV-MA,110 min,"Dramas, Independent Movies, International Movies",7.1,23392,6.7
s4785,TV-PG,88 min,"Children & Family Movies, Dramas",7.1,20446,6.8
s4786,TV-MA,77 min,Stand-Up Comedy,4.3,8400,4.8
s4787,TV-MA,58 min,Stand-Up Comedy,5.7,2579,5.6
s4788,TV-MA,69 min,Stand-Up Comedy,4.9,22330,4.7
s4789,TV-MA,61 min,Stand-Up Comedy,5.1,4440,4.6
s4790,TV-14,88 min,"Comedies, Dramas, International Movies",4.3,13723,4.7
s4791,TV-14,122 min,"Comedies, Dramas, International Movies",4.2,29142,4.7
s4792,TV-MA,60 min,Stand-Up Comedy,5.6,3512,5.5
s4793,TV-14,166 min,"Dramas, International Movies, Romantic Movies",5.9,18675,6.2
s4794,TV-14,107 min,"Comedies, Dramas, International Movies",6.5,3165,6
s4795,TV-MA,94 min,"Dramas, Independent Movies, LGBTQ Movies",5.5,18774,5.6
s4796,TV-PG,87 min,"Children & Family Movies, Comedies, Dramas",6.9,3801,6.9
s4797,TV-14,92 min,"Dramas, International Movies, Thrillers",6.5,5079,6.5
s4798,TV-14,130 min,"Comedies, Dramas, International Movies",5.4,20618,5.9
s4799,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",7.8,145896,7.6
s4800,TV-14,88 min,"Horror Movies, International Movies",4.5,23002,5
s4801,TV-14,128 min,"Comedies, Dramas, International Movies",7.8,7011,7.4
s4802,TV-MA,96 min,"Documentaries, Music & Musicals",7.1,2047,6.7
s4803,TV-MA,94 min,"Dramas, Independent Movies, International Movies",4.5,19005,4.1
s4804,TV-MA,69 min,Stand-Up Comedy,5.2,15631,5.3
s4805,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",5.5,15700,5.5
s4806,TV-MA,90 min,"Horror Movies, Independent Movies, International Movies",5.2,19794,5.3
s4807,TV-MA,101 min,"Dramas, International Movies, Thrillers",4.2,25104,3.7
s4808,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV",5.8,29591,5.9
s4809,TV-MA,77 min,Stand-Up Comedy,4.8,71,4.9
s4810,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",5.7,22728,5.5
s4811,TV-14,89 min,"Comedies, Dramas, International Movies",7.8,8826,8.1
s4812,TV-MA,90 min,Documentaries,6.7,733,6.2
s4813,R,98 min,"Sci-Fi & Fantasy, Thrillers",5.8,14844,5.4
s4814,TV-Y7,1 Season,"Kids' TV, TV Comedies",7.8,23842,8
s4815,TV-MA,66 min,Stand-Up Comedy,6.4,800,6.1
s4816,TV-MA,1 Season,"International TV Shows, TV Comedies",8,21841,8
s4817,TV-MA,103 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",5.3,5674,5.2
s4818,TV-MA,95 min,"Comedies, International Movies, LGBTQ Movies",6.5,4023,6
s4819,TV-14,1 Season,TV Dramas,0,0,-0.1
s4820,PG-13,89 min,"Dramas, Independent Movies, International Movies",6.2,8497,6.4
s4821,TV-MA,74 min,International Movies,6.5,1059,6.6
s4822,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",7.4,13768,6.9
s4823,TV-MA,119 min,"Dramas, International Movies, Romantic Movies",6.1,14545,6.5
s4824,TV-MA,70 min,Stand-Up Comedy,5.3,9358,5
s4825,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies",7.6,28794,7.3
s4826,TV-MA,121 min,"Comedies, Dramas, International Movies",4.3,28552,4.3
s4827,TV-MA,106 min,"Comedies, International Movies",6.8,22121,6.5
s4828,TV-G,74 min,"Documentaries, International Movies",7.2,25561,6.7
s4829,TV-MA,106 min,"Comedies, Romantic Movies",4.5,16066,4.7
s4830,PG-13,113 min,"Dramas, Independent Movies, International Movies",4,18693,3.7
s4831,TV-MA,119 min,"Dramas, International Movies",7.2,21268,7.3
s4832,TV-Y,1 Season,Kids' TV,7.5,15456,7.7
s4833,TV-Y,1 Season,Kids' TV,7,6675,6.8
s4834,TV-MA,100 min,"Comedies, Dramas, Independent Movies",7,4988,6.8
s4835,TV-MA,110 min,"Comedies, Independent Movies, International Movies",4.4,16115,4
s4836,TV-MA,66 min,Stand-Up Comedy,6.9,326,6.8
s4837,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",4.6,2116,4.6
s4838,TV-14,4 Seasons,TV Dramas,5.7,22872,5.9
s4839,TV-Y7,2 Seasons,"Anime Series, Kids' TV",6.7,21964,6.6
s4840,TV-14,126 min,"Dramas, International Movies",4.6,22886,4.4
s4841,TV-MA,130 min,"Dramas, International Movies, Thrillers",6.5,14282,6.2
s4842,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",4.3,17407,4.7
s4843,TV-MA,110 min,"Dramas, Independent Movies",5.5,27715,5.1
s4844,TV-MA,85 min,"Documentaries, International Movies, Sports Movies",5.4,26889,5.3
s4845,TV-14,4 Seasons,TV Comedies,4.4,13070,4.7
s4846,TV-MA,5 Seasons,TV Comedies,5.1,8245,5.6
s4847,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",5.2,1886,5.4
s4848,TV-MA,117 min,"Dramas, International Movies, Thrillers",6.4,3555,6.7
s4849,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",7.1,27028,6.9
s4850,TV-MA,63 min,Stand-Up Comedy,6.4,59,6.4
s4851,TV-MA,94 min,"Comedies, Romantic Movies",5.4,8517,4.9
s4852,TV-14,74 min,Stand-Up Comedy,6.5,10537,6.3
s4853,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",5.9,19379,6
s4854,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",7.4,4022,7.3
s4855,TV-14,58 min,Stand-Up Comedy,5.6,5653,5.4
s4856,TV-MA,117 min,"Comedies, International Movies, Romantic Movies",5.1,28499,4.9
s4857,TV-Y,1 Season,Kids' TV,7,7,7.3
s4858,TV-Y7,4 Seasons,"Crime TV Shows, Kids' TV, TV Comedies",4.6,3414,4.4
s4859,TV-MA,89 min,Stand-Up Comedy,6.9,10206,6.8
s4860,TV-MA,66 min,"Documentaries, International Movies",6,17086,6.4
s4861,TV-MA,158 min,"Action & Adventure, Dramas, International Movies",4.8,14205,5.1
s4862,PG-13,100 min,"Action & Adventure, Anime Features, Classic Movies",5.1,1259,4.9
s4863,TV-MA,1 Season,"Anime Series, International TV Shows",5.1,13207,5.6
s4864,TV-MA,64 min,Stand-Up Comedy,7.3,5030,7.1
s4865,TV-MA,92 min,"Comedies, Independent Movies",4.9,6554,5.2
s4866,TV-14,3 Seasons,Stand-Up Comedy & Talk Shows,5.3,6164,5.3
s4867,TV-MA,63 min,Stand-Up Comedy,5.7,27772,6.1
s4868,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",7.4,23102,7
s4869,TV-14,105 min,"Comedies, Romantic Movies",6.5,20992,6
s4870,TV-PG,1 Season,"Kids' TV, TV Comedies",6,15003,5.8
s4871,TV-MA,67 min,Stand-Up Comedy,6.6,860,6.4
s4872,TV-14,91 min,"Comedies, International Movies",6.1,1464,5.9
s4873,TV-MA,92 min,Horror Movies,6.1,4754,5.7
s4874,G,87 min,"Children & Family Movies, Comedies, Music & Musicals",5.8,9790,5.6
s4875,TV-G,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",4.9,6987,4.7
s4876,TV-MA,100 min,"Dramas, Sci-Fi & Fantasy, Thrillers",7.3,20394,7.5
s4877,TV-MA,113 min,Stand-Up Comedy,6,15934,5.7
s4878,TV-PG,40 min,Documentaries,5.3,20408,5.2
s4879,TV-MA,105 min,"Dramas, International Movies",6.2,1621,6
s4880,TV-Y7,2 Seasons,Kids' TV,6,20614,5.8
s4881,TV-14,94 min,"Comedies, International Movies, Romantic Movies",4.3,5643,4.1
s4882,TV-MA,109 min,"Action & Adventure, International Movies",6.1,9146,6.1
s4883,TV-MA,99 min,"Comedies, Dramas, International Movies",7.4,19623,7.7
s4884,TV-MA,89 min,"Comedies, International Movies",6.3,23775,6.6
s4885,TV-MA,92 min,"Action & Adventure, International Movies",6.6,4320,6.7
s4886,TV-MA,105 min,"Dramas, International Movies",7.1,9058,7.2
s4887,TV-14,130 min,"Action & Adventure, Dramas, Independent Movies",4.6,22357,4.8
s4888,TV-PG,69 min,"Documentaries, International Movies",5.8,23358,5.6
s4889,TV-MA,98 min,"Action & Adventure, Independent Movies",6,9013,6.3
s4890,TV-MA,90 min,"Comedies, International Movies",6.3,27520,6.4
s4891,TV-MA,65 min,Stand-Up Comedy,7.9,8027,8.2
s4892,PG,92 min,"Comedies, International Movies, Romantic Movies",6.3,3883,6
s4893,TV-Y,19 min,Movies,7.9,3377,7.7
s4894,TV-Y,25 min,Movies,7.3,23010,7
s4895,TV-Y,22 min,Movies,7.7,23218,8.1
s4896,TV-Y,40 min,Movies,5,18663,4.6
s4897,TV-Y,22 min,Movies,5.5,26512,5.1
s4898,TV-Y,24 min,Movies,6.4,23947,6.3
s4899,TV-Y,1 Season,Kids' TV,6.2,2961,6.2
s4900,TV-14,101 min,"Dramas, International Movies",7.2,866,7.6
s4901,TV-PG,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows",7,8072,6.9
s4902,R,90 min,"Comedies, Dramas, Independent Movies",5.1,8387,5
s4903,TV-MA,96 min,"Comedies, International Movies",5.5,5962,5.3
s4904,TV-14,1 Season,"International TV Shows, TV Dramas",5.3,314,5.2
s4905,TV-14,115 min,"Comedies, International Movies, Romantic Movies",6.4,20361,6.7
s4906,TV-MA,92 min,"Dramas, International Movies",5.2,8707,5.5
s4907,TV-MA,1 Season,Docuseries,8.1,1842,8.4
s4908,TV-14,93 min,"Children & Family Movies, Dramas, Romantic Movies",7.4,15125,7.1
s4909,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Horror",6.3,28314,6.1
s4910,TV-MA,95 min,"Comedies, International Movies, Sports Movies",5.8,23821,5.5
s4911,TV-PG,1 Season,"International TV Shows, TV Dramas",8,5304,7.7
s4912,TV-MA,105 min,Documentaries,5,17183,4.5
s4913,TV-14,117 min,Comedies,4,18290,4.1
s4914,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",4.8,1579,4.9
s4915,TV-14,1 Season,"International TV Shows, TV Dramas",7.3,28294,7
s4916,TV-MA,66 min,Stand-Up Comedy,5.5,195,6
s4917,TV-PG,97 min,Documentaries,5.3,13935,5.1
s4918,TV-Y,78 min,Children & Family Movies,5.2,24346,5.4
s4919,TV-MA,102 min,"Action & Adventure, Comedies, International Movies",5.1,15288,5
s4920,TV-PG,62 min,Stand-Up Comedy,6.2,1482,5.9
s4921,TV-MA,97 min,"Comedies, Dramas, Independent Movies",8,8772,7.9
s4922,TV-MA,105 min,"Comedies, Dramas",7.8,20142,7.8
s4923,TV-PG,79 min,Documentaries,6.9,1196,7.4
s4924,TV-MA,90 min,"Comedies, Dramas, International Movies",7.5,18369,7.1
s4925,TV-MA,1 Season,"International TV Shows, TV Dramas",4.8,23061,4.4
s4926,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",4.8,6893,4.4
s4927,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",4.4,21904,4.7
s4928,R,107 min,"Action & Adventure, Sci-Fi & Fantasy",6.6,2991,6.7
s4929,TV-14,105 min,"Dramas, Faith & Spirituality, Independent Movies",6.4,18042,6.2
s4930,TV-MA,99 min,"Comedies, International Movies, Romantic Movies",4.2,29591,3.7
s4931,TV-Y,2 Seasons,Kids' TV,4.1,10739,4.2
s4932,TV-MA,108 min,"Dramas, Independent Movies, International Movies",7.9,19955,7.5
s4933,TV-MA,66 min,Stand-Up Comedy,7.1,2427,7.4
s4934,TV-MA,1 Season,"International TV Shows, TV Dramas",6.4,412,6.4
s4935,TV-MA,75 min,"Dramas, Independent Movies",5,18305,4.8
s4936,TV-MA,96 min,"Dramas, Independent Movies, Sports Movies",7.5,19375,7.6
s4937,TV-14,95 min,"Dramas, International Movies, Sci-Fi & Fantasy",4.2,24598,3.8
s4938,TV-14,32 min,"Documentaries, Faith & Spirituality",7,1032,6.6
s4939,TV-MA,70 min,Stand-Up Comedy,5,2395,4.5
s4940,TV-MA,94 min,"Comedies, Dramas, Independent Movies",4.5,2605,4.8
s4941,TV-MA,78 min,Stand-Up Comedy,6.3,3031,6.6
s4942,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows",5,12537,5.1
s4943,TV-PG,3 Seasons,Kids' TV,6,1922,6.5
s4944,R,91 min,"Horror Movies, Independent Movies",7.9,19223,8
s4945,TV-MA,75 min,Stand-Up Comedy,5.8,137,5.3
s4946,TV-MA,105 min,"Dramas, International Movies, Thrillers",5.8,4246,5.5
s4947,TV-PG,7 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy",7.7,27728,7.4
s4948,TV-14,96 min,"Dramas, International Movies, Thrillers",4.1,26035,4.5
s4949,TV-PG,132 min,"Dramas, International Movies",5.8,28217,6.2
s4950,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",8,25497,8.2
s4951,TV-MA,60 min,Stand-Up Comedy,4.9,12073,4.9
s4952,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies",4.4,5504,4.1
s4953,TV-14,171 min,"Action & Adventure, Comedies, Dramas",6.8,12738,7.1
s4954,TV-14,116 min,"Dramas, International Movies, Thrillers",0,0,-0.2
s4955,TV-14,169 min,"Comedies, Dramas, International Movies",6.6,10131,6.2
s4956,TV-PG,134 min,"Dramas, International Movies, Romantic Movies",4,29337,3.7
s4957,TV-14,159 min,"Comedies, Dramas, International Movies",4.5,24423,4.7
s4958,TV-MA,2 Seasons,"British TV Shows, International TV Shows, Romantic TV Shows",7.4,25438,7.9
s4959,R,87 min,"Action & Adventure, Sci-Fi & Fantasy",5.2,4176,5.1
s4960,TV-MA,103 min,"Dramas, Independent Movies, Sports Movies",7.6,16383,7.5
s4961,TV-MA,78 min,"Comedies, Romantic Movies",5.4,18708,4.9
s4962,TV-MA,1 Season,Docuseries,7,562,6.7
s4963,TV-MA,62 min,Stand-Up Comedy,6.9,251,7.2
s4964,TV-MA,97 min,"Dramas, Sci-Fi & Fantasy, Thrillers",4.2,21388,4.6
s4965,TV-MA,12 Seasons,"Classic & Cult TV, Crime TV Shows, International TV Shows",5.5,7537,5.2
s4966,R,102 min,"Comedies, Cult Movies",4.1,5312,4
s4967,R,95 min,"Comedies, Cult Movies",6.3,20371,6.3
s4968,TV-14,1 Season,Docuseries,7.2,4090,7.7
s4969,TV-14,1 Season,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows",4.5,27876,4.7
s4970,TV-MA,115 min,"Dramas, International Movies, Thrillers",5.8,11479,6.2
s4971,TV-MA,102 min,"Action & Adventure, Comedies",5.2,17592,5.1
s4972,TV-MA,99 min,"Dramas, International Movies",6.7,6845,7
s4973,TV-MA,74 min,"Dramas, Independent Movies, Music & Musicals",3.9,723,3.9
s4974,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Dramas",6.4,3983,6.5
s4975,TV-MA,100 min,"Dramas, Music & Musicals",7,19774,7.4
s4976,TV-14,150 min,"Dramas, International Movies, Music & Musicals",5.6,29406,5.1
s4977,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",7,6363,7.3
s4978,TV-PG,87 min,"Children & Family Movies, Dramas",7.8,11211,8.1
s4979,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",6.8,2369,6.7
s4980,TV-14,88 min,Documentaries,7.7,19323,7.8
s4981,TV-MA,1 Season,"Crime TV Shows, Docuseries",7.4,9986,7.4
s4982,TV-MA,63 min,Stand-Up Comedy,4,13876,3.8
s4983,PG-13,129 min,"Anime Features, Children & Family Movies, International Movies",6.1,21863,6
s4984,TV-MA,91 min,"Comedies, Dramas, International Movies",7,21352,7.2
s4985,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",7.9,2645,7.7
s4986,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries",7.7,7941,7.7
s4987,TV-MA,115 min,"Dramas, International Movies",6.3,27005,6.6
s4988,TV-MA,140 min,"Action & Adventure, Dramas, International Movies",5.9,18993,5.6
s4989,TV-14,1 Season,"Anime Series, International TV Shows",6.1,29502,6.1
s4990,TV-MA,79 min,Stand-Up Comedy,5.9,7529,5.5
s4991,TV-Y7,104 min,Children & Family Movies,6.9,13333,7.3
s4992,TV-14,1 Season,"Anime Series, International TV Shows",7.1,23491,7.4
s4993,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows",7,9948,7.1
s4994,TV-MA,121 min,"Dramas, Thrillers",4.7,24331,4.3
s4995,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows",6,5417,6
s4996,TV-G,40 min,"Documentaries, International Movies, Sports Movies",7.1,499,7
s4997,R,94 min,"International Movies, Thrillers",4.2,13643,4.3
s4998,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",4.3,13852,4.4
s4999,TV-14,58 min,Stand-Up Comedy,7.2,1064,6.8
s5000,TV-G,78 min,"Children & Family Movies, Documentaries",7.6,28049,8
s5001,TV-MA,1 Season,"Docuseries, Science & Nature TV",4.1,19573,4.3
s5002,TV-MA,51 min,Stand-Up Comedy,5.7,363,5.7
s5003,TV-MA,69 min,Stand-Up Comedy,6,15842,5.8
s5004,TV-MA,104 min,"Horror Movies, International Movies",7,1764,6.6
s5005,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",7.9,14337,7.6
s5006,TV-MA,59 min,Stand-Up Comedy,5.3,151,5.4
s5007,TV-MA,94 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",6.7,15260,6.5
s5008,TV-14,166 min,"Dramas, International Movies, Romantic Movies",6.9,22177,6.9
s5009,TV-PG,155 min,"Dramas, International Movies",7,28120,7
s5010,TV-14,145 min,"Action & Adventure, Comedies, International Movies",4.2,7842,3.8
s5011,R,106 min,"Dramas, Music & Musicals, Romantic Movies",6,14639,6.2
s5012,TV-14,94 min,"Comedies, International Movies",7.1,21240,7
s5013,TV-PG,127 min,"Dramas, International Movies, Romantic Movies",4.3,5559,3.8
s5014,TV-MA,87 min,"Comedies, Independent Movies, International Movies",5.6,20889,5.3
s5015,TV-PG,185 min,"Dramas, International Movies",5.1,20312,4.9
